Datum;Tijd;Parameter;Locatie;Waarde;Verwachting;Eenheid;Windrichting;Windrichting eenheid;Bemonsteringshoogte;Referentievlak;
25-5-2023;22:30:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;IJmuiden Buitenhaven;6.18;;m/s;30.20;graden;-999999999;NVT;
25-5-2023;22:40:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;IJmuiden Buitenhaven;6.47;;m/s;30.80;graden;-999999999;NVT;
25-5-2023;22:50:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;IJmuiden Buitenhaven;6.29;;m/s;31.60;graden;-999999999;NVT;
25-5-2023;23:00:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;IJmuiden Buitenhaven;6.53;;m/s;34.40;graden;-999999999;NVT;
25-5-2023;23:10:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;IJmuiden Buitenhaven;6.12;;m/s;34.60;graden;-999999999;NVT;
25-5-2023;23:20:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;IJmuiden Buitenhaven;5.52;;m/s;29.90;graden;-999999999;NVT;
25-5-2023;23:30:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;IJmuiden Buitenhaven;5.98;;m/s;27.80;graden;-999999999;NVT;
25-5-2023;23:40:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;IJmuiden Buitenhaven;5.67;;m/s;28.80;graden;-999999999;NVT;
25-5-2023;23:50:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;IJmuiden Buitenhaven;5.46;;m/s;30.80;graden;-999999999;NVT;
26-5-2023;00:00:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;IJmuiden Buitenhaven;5.13;;m/s;35.50;graden;-999999999;NVT;
26-5-2023;00:10:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;IJmuiden Buitenhaven;5.52;;m/s;37.60;graden;-999999999;NVT;
26-5-2023;00:20:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;IJmuiden Buitenhaven;5.73;;m/s;40.80;graden;-999999999;NVT;
26-5-2023;00:30:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;IJmuiden Buitenhaven;6.66;;m/s;43.20;graden;-999999999;NVT;
26-5-2023;00:40:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;IJmuiden Buitenhaven;6.06;;m/s;45.80;graden;-999999999;NVT;
26-5-2023;00:50:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;IJmuiden Buitenhaven;5.89;;m/s;43.80;graden;-999999999;NVT;
26-5-2023;01:00:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;IJmuiden Buitenhaven;5.83;;m/s;40.80;graden;-999999999;NVT;
26-5-2023;01:10:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;IJmuiden Buitenhaven;5.96;;m/s;40.10;graden;-999999999;NVT;
26-5-2023;01:20:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;IJmuiden Buitenhaven;5.81;;m/s;42.60;graden;-999999999;NVT;
26-5-2023;01:30:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;IJmuiden Buitenhaven;5.85;;m/s;43.00;graden;-999999999;NVT;
26-5-2023;01:40:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;IJmuiden Buitenhaven;5.69;;m/s;46.20;graden;-999999999;NVT;
26-5-2023;01:50:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;IJmuiden Buitenhaven;5.58;;m/s;47.90;graden;-999999999;NVT;
26-5-2023;02:00:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;IJmuiden Buitenhaven;5.46;;m/s;50.60;graden;-999999999;NVT;
26-5-2023;02:10:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;IJmuiden Buitenhaven;6.12;;m/s;53.30;graden;-999999999;NVT;
26-5-2023;02:20:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;IJmuiden Buitenhaven;6.47;;m/s;55.90;graden;-999999999;NVT;
26-5-2023;02:30:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;IJmuiden Buitenhaven;6.88;;m/s;56.70;graden;-999999999;NVT;
26-5-2023;02:40:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;IJmuiden Buitenhaven;5.15;;m/s;50.50;graden;-999999999;NVT;
26-5-2023;02:50:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;IJmuiden Buitenhaven;6.12;;m/s;54.20;graden;-999999999;NVT;
26-5-2023;03:00:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;IJmuiden Buitenhaven;6.18;;m/s;57.90;graden;-999999999;NVT;
26-5-2023;03:10:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;IJmuiden Buitenhaven;5.34;;m/s;46.10;graden;-999999999;NVT;
26-5-2023;03:20:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;IJmuiden Buitenhaven;5.21;;m/s;40.50;graden;-999999999;NVT;
26-5-2023;03:30:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;IJmuiden Buitenhaven;5.48;;m/s;38.50;graden;-999999999;NVT;
26-5-2023;03:40:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;IJmuiden Buitenhaven;5.77;;m/s;41.30;graden;-999999999;NVT;
26-5-2023;03:50:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;IJmuiden Buitenhaven;5.79;;m/s;41.90;graden;-999999999;NVT;
26-5-2023;04:00:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;IJmuiden Buitenhaven;5.42;;m/s;42.40;graden;-999999999;NVT;
26-5-2023;04:10:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;IJmuiden Buitenhaven;5.23;;m/s;45.50;graden;-999999999;NVT;
26-5-2023;04:20:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;IJmuiden Buitenhaven;5.32;;m/s;46.40;graden;-999999999;NVT;
26-5-2023;04:30:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;IJmuiden Buitenhaven;5.38;;m/s;49.30;graden;-999999999;NVT;
26-5-2023;04:40:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;IJmuiden Buitenhaven;5.15;;m/s;47.70;graden;-999999999;NVT;
26-5-2023;04:50:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;IJmuiden Buitenhaven;5.50;;m/s;49.30;graden;-999999999;NVT;
26-5-2023;05:00:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;IJmuiden Buitenhaven;6.02;;m/s;53.10;graden;-999999999;NVT;
26-5-2023;05:10:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;IJmuiden Buitenhaven;6.66;;m/s;56.30;graden;-999999999;NVT;
26-5-2023;05:20:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;IJmuiden Buitenhaven;7.11;;m/s;57.40;graden;-999999999;NVT;
26-5-2023;05:30:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;IJmuiden Buitenhaven;7.15;;m/s;57.70;graden;-999999999;NVT;
26-5-2023;05:40:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;IJmuiden Buitenhaven;7.05;;m/s;58.10;graden;-999999999;NVT;
26-5-2023;05:50:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;IJmuiden Buitenhaven;7.11;;m/s;58.70;graden;-999999999;NVT;
26-5-2023;06:00:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;IJmuiden Buitenhaven;6.80;;m/s;60.40;graden;-999999999;NVT;
26-5-2023;06:10:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;IJmuiden Buitenhaven;6.12;;m/s;61.40;graden;-999999999;NVT;
26-5-2023;06:20:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;IJmuiden Buitenhaven;5.77;;m/s;59.90;graden;-999999999;NVT;
26-5-2023;06:30:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;IJmuiden Buitenhaven;6.06;;m/s;59.90;graden;-999999999;NVT;
26-5-2023;06:40:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;IJmuiden Buitenhaven;7.03;;m/s;59.80;graden;-999999999;NVT;
26-5-2023;06:50:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;IJmuiden Buitenhaven;7.48;;m/s;60.10;graden;-999999999;NVT;
26-5-2023;07:00:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;IJmuiden Buitenhaven;7.81;;m/s;60.60;graden;-999999999;NVT;
26-5-2023;07:10:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;IJmuiden Buitenhaven;8.00;;m/s;60.40;graden;-999999999;NVT;
26-5-2023;07:20:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;IJmuiden Buitenhaven;8.16;;m/s;61.50;graden;-999999999;NVT;
26-5-2023;07:30:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;IJmuiden Buitenhaven;7.89;;m/s;58.60;graden;-999999999;NVT;
26-5-2023;07:40:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;IJmuiden Buitenhaven;7.30;;m/s;56.50;graden;-999999999;NVT;
26-5-2023;07:50:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;IJmuiden Buitenhaven;7.03;;m/s;60.20;graden;-999999999;NVT;
26-5-2023;08:00:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;IJmuiden Buitenhaven;6.43;;m/s;62.60;graden;-999999999;NVT;
26-5-2023;08:10:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;IJmuiden Buitenhaven;7.32;;m/s;59.50;graden;-999999999;NVT;
26-5-2023;08:20:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;IJmuiden Buitenhaven;6.86;;m/s;64.00;graden;-999999999;NVT;
26-5-2023;08:30:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;IJmuiden Buitenhaven;7.13;;m/s;67.40;graden;-999999999;NVT;
26-5-2023;08:40:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;IJmuiden Buitenhaven;8.68;;m/s;66.50;graden;-999999999;NVT;
26-5-2023;08:50:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;IJmuiden Buitenhaven;9.17;;m/s;60.00;graden;-999999999;NVT;
26-5-2023;09:00:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;IJmuiden Buitenhaven;7.61;;m/s;48.00;graden;-999999999;NVT;
26-5-2023;09:10:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;IJmuiden Buitenhaven;8.06;;m/s;58.00;graden;-999999999;NVT;
26-5-2023;09:20:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;IJmuiden Buitenhaven;9.67;;m/s;72.60;graden;-999999999;NVT;
26-5-2023;09:30:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;IJmuiden Buitenhaven;9.85;;m/s;70.60;graden;-999999999;NVT;
26-5-2023;09:40:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;IJmuiden Buitenhaven;9.98;;m/s;73.20;graden;-999999999;NVT;
26-5-2023;09:50:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;IJmuiden Buitenhaven;9.38;;m/s;64.60;graden;-999999999;NVT;
26-5-2023;10:00:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;IJmuiden Buitenhaven;9.38;;m/s;61.40;graden;-999999999;NVT;
